userName,score,at,content
Ria Satriani,2,2024-01-31 20:43:09,"kok ga bisa kebuka yah studinya, udah setuju sama persyaratan tp MULAI STUDI gak bisa di klik."
Bety Pancerika,1,2024-01-31 09:07:08,"jelek banget populix sekarang, kalau emang tidak memenuhi kriteria kenapa kita harus mengisi survey sampai habis baru di kasih penilaian?? waktu kami terbuang tp ga dapat reward apapun dengan alasan tidak memenuhi kriteria. tidak adil buat pengisi survey, saya rasa enak aplikasi yg dulu, kalo emg memenuhi syarat yaudah tinggal isi survey dapat reward, kalo ga memenuhi syarat ya di tolak di AWAL bukannya kita disuruh isi survey panjang lalu DITOLAK!"
Mama chefy,1,2024-01-30 20:03:36,Banyak survei yang gak bisa di isi pedahal masih ada kuota .mengecewakan
Zyxel,4,2024-01-30 10:51:37,"Jujur aplikasinya bagus,dan mudah dimengerti"
Sendy Lusia Fransina Polnaya,3,2024-01-30 05:41:12,Saya suka sekali aplikasi Populix ini dan saya pengguna lama. Satu saja yang mengecewakan dari Populix sekarang ini adalah ketika sudah menyelesaikan survey tidak langsung di acc dan di beri poin langsung ketika waktu dulu. Kalau sekarang butuh waktu 3 hari lebih baru bisa di acc survey nya dan itupun entah gagal atau berhasil.
Haryanti Yanti,3,2024-01-27 11:49:49,"Aneh bgt, awal2 tuh bagus apk nya. Tp makin kesinih makin ga jelas apk nya, masa q ga bs ngisi study, udh di klik ttp ga kebuka study nya. Mls bgt kohhh🥲. Tolong lah di perbaiki, masa q klik ga bisa teruss"
awita ppp,1,2024-01-25 10:21:38,"jelek, meng-upload ktp load terus padahal internet kenceng stabil payah bgt"
Dewi Putu,3,2024-01-25 09:25:53,"Awalnya bagus, setelah update malah terjadi masalah pada server. Gada survey, poppol juga ga ada. Ga bisa di pakai. Tolong dong perbaiki."
Muhammad Budi Syahyamun,1,2024-01-25 04:51:13,ngebug mau verifikasi nomor hp aja ngk masuk² nomor verikasinya doang yg masuk.. kadang buka² reward suka ngak kebuka
Rini Anggraeni,5,2024-01-25 04:02:23,Pengisian surveinya gampang banget
Sri Sri,5,2024-01-25 01:13:42,"Ada kendala pas verifikasi ,tapi admin bisa bantu cepat ,mudah di pahami juga buat yang gaptek ,semoga kedepan makin bagus"
Mikha Mikha,5,2024-01-24 19:28:39,Aplikasi terbukti membayar. Saya sudah 3x WD lewat gopay. Pengiriman juga cepat. Tapi sayang pembayarannya tidak bisa lewat dana. Semoga nanti pembayaran lewat dana ditambah dan juga kuis makin diperbanyak.
Zidan Adolo,1,2024-01-24 19:07:34,"Sebenarnya yang bikin apk ini siapa? Kenapa setiap mau daftar tidak ada jaringan, padahal koneksi bagus,, saran saya si kalau tidak berniat membuat apl ini lebih baik di bubarin aj perusahaan yang bikin ini apk"
Indriana Savera Siburian,4,2024-01-24 07:13:21,"Keren,aku kemarin ada kendala buat verifikasi,gercep banget langsung di tanganin"
Uum siti marhumah,5,2024-01-22 14:16:20,"Menarik kita dapat melihat beragam survei dan melihat tanggapan dari orang-orang,selain itu kita juga mendapat reward dari survei tsb"
SischaKu27 Ca,2,2024-01-22 08:35:26,Aplikasi lemot amat dah mau daftar aja ribet loading trus
puspa romadhani,1,2024-01-19 22:45:47,"Setelah update gk bs upgrade pengenalan diri, g bs klik buat ""mulai"" dan gak ada polling yg muncul pdhal sblm di update polling muncul tiap hari. Ini tiap saat buka ada keterangan "" terjadi kesalahan pada server"". Alhasil sh g bs ngapa2in..."
Berkah Barokah,1,2024-01-18 07:16:00,Aplikasi macam apa ini mau masuk daftar aja ngebug mulu
Mustikawati,5,2024-01-18 06:22:36,"Aplikasi nya bagus, pengisian survey nya mudah dan gampang mendapatkan poin nya. Tolong untuk survey yg berisikan reward uang tolong di banyakin lagi dan durasi waktunya tolong di sedikit di perpanjang karna sering ketinggalan survey gara2 durasi waktu nya cuma 1 menit."
Ika Agni,2,2024-01-16 14:04:01,verifikasi nomor telepon ampuuuuun lama bangettttttt
Didin Rohmawati,3,2024-01-16 12:45:55,Setiap nilai studi yang diberikan tinggi... Selalu ditolak dengan alasan tidak memenuhi kriteria sekalinya nilainya kecil baru disetujui.... Aneh emang.... Uang yang diberikan selalu kecil.....
Kaisya Basri,2,2024-01-16 10:22:32,"Kecewa banget sama apk nya , masa tiap mau ngerjain tugas keluar sendiri"
Fhit Super,3,2024-01-16 09:16:07,"Kemarin2 lancar berbayar surveynya , akhir2 ini sdh mulai melambat atau tidak ada notuf dan point saldonya bertambah setelah isi survey dan lolos ,surveynya juga sdh agak jarang2 tdk sprt dulu...tlg di maintenance sistem aplikasi populixnya !!!..."
Ragen Pandhita,2,2024-01-16 06:55:37,"Sering banget dapat survey gak dapat pemberitahuan gagal, tapi reward gak dikasih"
Dermawan Mulyana,5,2024-01-15 11:28:34,"Sangat tertantang, dengan surveynya"
Kawan Kawan,1,2024-01-15 10:18:11,"Udh jawab sejujur2nya sampe puluhan menit ngerjainnya, tapi ttp ga diterima melulu hasil surveynya... Jadi curiga sama ini app, jgn2 niatnya dpt data survey dgn iming2 poin biar PD ikutan, ternyata zonk dgn alasan tidak memenuhi kriteria.. pret lah"
Mul Yadi,3,2024-01-15 06:59:10,Udah hampir 10 hari tidak pernah ada studi yang muncul
Fu'ad Nur Khoirul,5,2024-01-15 03:42:19,"Sangat berguna bagi saya, karna mengisi survei yang baik dan benar/sesuai. Akan berpengaruh bagi saya dan yang lain nya Saya harap hadiah penukaran poin populix selalu di perbarui/tambah stock nya, supaya yang sudah memiliki poin yang banyak tapi hadiah tidak dapat di tukarkan dapat di tukarkan hadian nya"
Danzeldy Official,2,2024-01-14 17:51:51,"Makin kesini makin jelek aplikasinya. Ada survei giliran di klik ga bisa, padahal kuota masih ada. Udah gitu hasil survei juga lama. Withdraw juga kena admin 5000. Masih mending aplikasi survei sebelah."
Kartiningrum Eka Wulandari,3,2024-01-14 14:06:59,"Cara ikutan kuisnya gimana kak.,sya sdh klik ok kok tidak bsa mengikuti."
siti nur kholipah,1,2024-01-14 11:21:07,Saya uninstall gimana si masa gabisa verifikasi gimana saya mau make kalo gitu
Herry Cassanova,1,2024-01-14 07:15:49,Aplikasi nya error. Ada quest tapi gak bisa di klik.
adi siswanto,2,2024-01-12 18:12:26,"Baru download, pas verifikasi kenapa susah banget ya?"
Nia Putri Amekawati,5,2024-01-12 15:42:42,Applikasi nya oke untuk waktu senggang dan menambah cuan
Retno Heni,3,2024-01-12 10:22:11,"Sebenernya suka sama aplikasinya walaupun blm pernah wd, tp ko sekarang lebih sering update terus yaa.. Baru fi update tanggal 3 Januari 2024, sekarang tgl 12 Januari udha disuruh update lagi😢 Maaf aku kasih bintang 3 dlu"
Kiki Amalia,1,2024-01-12 10:05:55,"Aku kecewa banget, karena itu mei lalu aku hapus app. Sekarang mau coba lagi, eh 3 survey gk ada notifikasi dan riwayat pengerjaan survey. Tiga tiganya gak ada keterangan survey gagal atau berhasil. Biasanya langsung ada notifikasi. Dulu juga saya hapus karena begitu terus... Hingga saldo saya segitu terus tidak ada perubahan tidak ada keterangan apapun."
Elmoon Noona,1,2024-01-12 05:46:46,"Sayang sekali, app ini tak bisa untuk verifikasi nomor hp, udah 4 hari berlalu, masih saja ngeload, padahal sinyalnya bagus, dan kuota ku masih banyak, auto uninstall :("
Hasbi,1,2024-01-12 02:11:46,"Jarang mendapat studi. Sekalinya ada pasti tidak bisa dibuka, dan studi sering ditolak walaupun diisi sebenar-benarnya. Tolong diperbaiki"
Dede Dena Fadilah,4,2024-01-10 22:55:44,baguss sihh baguss dapet cuan juga cumaa ya gituu kadang disetujui kadang enggk jadinya yaa hoki hokian dehh kalo dapet syukur ga dapett coba lagi
vino gaming,2,2024-01-10 12:15:45,Saran dari saya kalau bisa jangan ada batas waktu untuk study yang diberikan.waktu 5 menit jawab kecepatan asal asalan bakal kena blacklist jawab kelamaan melebihi batas waktu ditolak tidak dapat reward kan serba salah.kaya apk sebelah noh lancar jaya gak ada batas waktu Sekian dan terimakasih
maulana ridha,3,2024-01-10 11:49:28,Sebenarnya bagus cuman masalahnya kadang suka log out sendiri dan begitu mau masuk lagi pasti ada tulisan 'http error is not detinied'
fahmi agustri,3,2024-01-10 08:54:53,Udah ngisi survei Tapi saldo nya ga nambah Survei nya udah ngulang - ngulang itu aja yang muncul 🥲
Lilim,1,2024-01-10 04:54:00,"Hah update mulu. Tapi studi sulit, lolos dipersulit. Udah capek-capek ngerjain survey lamaaa bgt, pake Screenshoot akun e comerce ehhh setelah selesai, pas liat di riwayat study ternyata ditolak. Sering banget begini. Padahal udh bener ngerjainnya. Dasar!!! /"
Namsir,3,2024-01-09 11:15:56,"lebih enak versi sebelumnya, ngisi poppoll ga perlu di buka dulu tiap pertanyaan."
Candra Sari,5,2024-01-09 08:43:44,"Aplikasi yg bagus, survei online yg benar2 menghasilkan, tapi terkadang sulit isi studi, error&tidak bisa diulang.Sukses kedepannya populix"
Maritsashop_ Al fatih putra,5,2024-01-09 05:27:44,"Mudah digunakan, hari pertama udah ratusan poin, dan ribuan uang, makasih ya"
Ratu Nurhayati,3,2024-01-09 04:20:00,"Verifikasi hp susah, upload KTP menunggu verifikasi ga selesai dari kemarin"
Very Diyanto,1,2024-01-09 03:45:35,"Study kok tau""dah full terus ..gak prnh dapet Sekali ada survey kuota masih bnyk mau gabung error ...apk payah"
Wardah Novita,5,2024-01-09 02:35:18,Surveinya kenapa ga bisa diikuti ya? Padahal kuota surveinya masih banyak
iqbal syahputra,2,2024-01-08 18:13:01,Ini gimana setelah update malah server error??
Nuraini Fadliyah,2,2024-01-08 10:19:11,"Giliran ad survey diklik ga bisa"" dikerjain gmn si"
elya manis,1,2024-01-05 08:09:10,kenapa setiap ada study ..tidak bisa d ambil ...
Rangga Pramana,1,2024-01-04 11:34:47,"Sangat buruk. Seleksi kriteria partisipan survey dilakukan saat survey telah selesai dan bukan di awal memulai survey sehingga banyak waktu partisipan terbuang karna kriteria tidak sesuai, padahal surveynya telah selesai dikerjakan. TIDAK DISARANKAN untuk DIGUNAKAN. Masih banyak APLIKASI SEJENIS yang lebih baik"
Danny Andria,4,2024-01-04 03:04:18,"Server error terus, jadinya saya tidak bisa masuk, tolong segera dilakukan perbaikan."
Kristin Chandra,3,2024-01-02 04:05:26,"Kenapa baru diupdate minta update lagi,,, dan gk bisa dibuka"
m Suhendar,1,2023-12-31 20:52:00,kenapa skor nya makin turun padahal saya jawab survey nya konsisten gak asal asalan kenapa skor nya makin turun aneh banget
Yulianti Fajarini,3,2023-12-31 10:07:39,Wd cepet tp belakangan tiap ada survey diklik sering eror padahal kuota masih ada
Vanny Vayy,5,2023-12-31 03:10:31,Aplikasinya bagus dan menarik bisa mendapatkan rewards juga
Rexgold FF,1,2023-12-30 21:10:10,"Apk nya eror masa gua udh ngisi survei gk bertambah poinnya, terus ada studi gk bisa diikuti padahal tersedia, udh hampir 2 Minggu gua ngisinya gitu terus, eror gk ada perubahan, sumpah bikin kecewa"
IKHO TRINOVAN,5,2023-12-30 03:07:23,Lumayan bagus dan dibayar yg pasti Di awal awal ada tutorial jadi membantu tapi kalo untuk pelajar jarang ada studinya
asim 1829,4,2023-12-29 17:21:50,"Aplikasi yang bagus, tapi masih bingung dengan cara penarikan nya"
Firli Aulia,1,2023-12-29 10:37:20,"aplikasinya lemot parah, lagi ngisi survey tiba-tiba out sendiri, loadingnya lamaa banget dah"
Bakso Bakar Hokky,1,2023-12-29 10:23:23,"Tiap kali ada study baru, aplikasinya langsung ngedrop loadingnya lama, error, ngebugs dll"
MERUYA GAMING,5,2023-12-28 16:46:39,"nice app, lumayan dari pada gabut mending isi survey, dan dapet bonuss"
Eko Wahyu,4,2023-12-28 13:27:30,#Edit Karena sudah ada perbaikan bintang saya tambahin.# Sudah berkali kali tiba tiba dapat email jawaban anda di tolak karena tidak mengerjakan studi dengan waktu yg di tentukan. Hallo yang di sana. Studi aja di klik gak bisa masuk apalagi di kerjakan. Bug tersebut Harusnya jadi bahan evaluasi dan di perbaiki Bukan malah di biarkan saja.
Yuriff,3,2023-12-28 09:52:40,"Mohon di perbaiki untuk PopPoll nya, untuk polling terbaru semua ditaruh diatas saja, masa scroll sampe bawah nyari polling baru. Cape jari lama²"
Exo Al bukati,3,2023-12-27 09:00:46,Mantap aplikasi .. saya mau mencobanya .. siapa tau banyak tugas survei yang dapat di kerjakan.
Gading Kencono Aji,1,2023-12-25 11:12:27,Mau ngisi survey selalu eror. Ada yg kuota tinggal 1 tapi eror juga dan masih ada di list survey. Admin wa no respon. Bintang 1 dulu ya.kalau sudah diperbaiki nanti berubah bintangnya. Begitu ya admin
Zul Harianto,5,2023-12-24 03:55:36,sangat bermanfaat untuk mengisi waktu luang
Nabila Fitrianingsih,2,2023-12-22 15:28:15,"Mohon maaf banget ini mah🙏🏻🙏🏻, pertama pake masih bisa berjalan lancar dan sekarang2 ini jdi syulit karena pas buka app katanya disuruh update tapi pas di klik 'update' malah g ada buat di-update. Malah milih antara 'Buka dan uninstall ' gimana tuh..."
Siti Rahmah,4,2023-12-21 19:09:58,Hai kak admin kira2 kalau misalnya akun kita udah gak kepake bisa di hapus akun kah soalnya kan pakai verivikasi ktp...
Auni Farhana10,5,2023-12-20 15:43:02,"Aplikasi penghasil uang no tipu"", juga mendapatkan koin yg bisa di tukarkan menjadi hadiah. Cs nya juga gercep dan komunikatif. Terima kasih populix"
Alik Setyawan,5,2023-12-20 13:27:39,"Aplikasi survey yang keren abis, dengan survey yang simpel, dan nyata membayar, Alhamdulillah sudah wd berkali kali, terimakasih populix"
Tasya Kurnia,5,2023-12-20 13:06:47,"Aplikasi penambah uang yang nyata, banyak banget hadiah menarik 🥳"
Rama Derilka,3,2023-12-20 11:59:09,"Kenapa popilux sekarang banyak masalah loding lambat kadang ngeleg tidak seperti dulu lancar2 saja ,studi reawrd pun susah masuk kadang gagal padahl kuota studi masih ada, malah error jadinya bikin kesel aja ,mohon di perbaiki"
Aisah Putri Maulidia,2,2023-12-20 10:57:34,"Maaf, setiap klik survei loadingnya lama akhirnya gabisa error mulu. Baru dipertengahan isi survei klik lanjut error juga padahal udah isi sampe bermenit-menit. Capek gini mulu semoga segera diperbaiki. Terimakasih"
Siti Yunengsih,5,2023-12-20 06:16:15,"Populix? Aplikasi survey online yang mudah diikuti surveynya, nemenin waktu luang dengan hal-hal lebih baik. Nambah pengetahuan juga. Bonusnya bisa dapet reward. Yuk gabung populix 😁"
Zendha Jepani Anjerini,5,2023-12-20 02:54:41,Aplikasi survey yang terbukti membayar bisa untuk mengisi waktu luang sambil cuan. Selain dapat uang di aplikasi ini kita juga dapat poin yang bisa ditukarkan oleh berbagai hadiah. Bermanfaat banget aplikasinya. Cocok banget deh nambah pemasukan. 👍👍
dwi wiwi,1,2023-12-20 01:36:36,"Sumpah ya ! kesel bgt sm adminnya, udh berkali-kali di email selalu aja gk di bales, gk ngasih solusi apa-apa !, aku udh isi 2 survey smpe slsai, yg satu sy isi kmrin, satunya lagi udh dri tgl 4 desember dn rewardnya smpe skrg gk msuk2 ! kesel bgt ! 👎"
Devano Al,5,2023-12-19 19:43:47,"Aplikasi survei terbaik yg pernah aku gunakan... asli saldo bisa di tarik, gk ribet, banyak kuis kuisnya... Pokoknya keren.. buruan coba deh.."
Cide Ko,5,2023-12-19 15:59:21,Aplikasi survey yang aman dan banyak hadiah nya untuk di tukarkan macam macam barang di sini
Nuri Puji Rahayu,5,2023-12-19 15:48:51,"Aplikasi super keren nih,,, survei nya seru. Terus poinnya dapat ditukar di popmart.Asli terbukti membayar WD nya pun hitungan detik plus hadiahnya real dikirim dong ya🥰🥰🥰 Alhamdulillah kemarin ikut beberapa program spesial di popmart bisa nyempil nama🤭 semoga ke sempil terus 🤗🤗🤗"
Dilla Lailatinnufus,5,2023-12-19 12:57:55,"percaya bgt sm populix, kenal populix dr twiter survei nya seru abis ga bosenin. proses dpt giveaway nya cepattt tarik uang nya jg cepattt,aplikasi cuan dan wawasan jg jadi luas karna byk bgt dpt pengetahuan baru dr populix awwvv cinta bgt sm populix 😚😚😚😚😭😘"
Novi Yanti,5,2023-12-19 11:06:33,"Aplikasi kece yg bner"" Aman keren bner"" Ngebayar cuma jawab poling, ditambah pitur poin yg bisa ditukar berbagai macam merchandise keren, pokonya keren,"
Alieva Maulidy,5,2023-12-19 10:41:14,aplikasi survey yang gampang dan tidak ribet
Bima hakim,5,2023-12-19 09:42:05,"Populix, aplikasi survey online yang sangat dapat diandalkan! Saya telah menggunakannya dan benar-benar terbukti. Mudah digunakan, survey menarik, dan yang terpenting, hadiah-hadiahnya yang menarik. Segera download dan nikmati pengalaman survey online yang memuaskan!"
Aulia Agustina,5,2023-12-19 08:50:59,"Aplikasi populix adalah aplikasi survey yang mudah banget dan terbukti membayar. Fitur-fiturnya juga banyak, ada hadiah2 menarik yang bisa di dapat sesuai koin. Dan juga kita bisa buat survey sendiri lohh.. bagus bangetlah populix 🙌✨️"
Emir Albani,5,2023-12-18 17:04:38,"Saya kasih bintang 5 seperti yang saya janjikan karena CS atau Adminnya sudah responsif and mau membantu disaat lagi ada kendala untuk kelengkapan data diri👍😊, Moga aja untuk untuk reward & withrawalnya lancar² aja ga ada kendala🙏😄"
Bayu Karisma ramadhan,5,2023-12-18 16:11:17,"Survei yang mudah dipahami dan sangat menarik, poin nya pun bisa di tukarkan dan ada penghasilan yg lumayan terbukti membayar ..."
Rizka Auliawati,5,2023-12-18 14:07:28,"Apk bagus, udah beberapa kali wd. Designnya menarik gak ngebosenin, bisa tukar poin dengan hadiah2 menarik. Keren sihh ❤"
ria winarti,5,2023-12-18 14:03:25,"Ini sumpah, aplikasi yg bener2 membayar loh, reward nya gede kalau ada studi, poin dpt di tukar pula dgn hadiah yg bisa kita pilih sesuai jumlah poin, bener2 membayar loh, keren sih ini.. 🙏👍👍👍👍👍"
lesxxux,5,2023-12-18 11:34:57,"Aplikasinya bagus lumayan kalo lagi ada waktu senggang buat ngikutin survei. Namun masih ada kekurangan di apk ini, contoh nya kadang error di waktu tertentu, jadi ga bisa ngisi poppoll. Saran nya lebih di perbaiki lagi ya kekurangan nya... Terimakasih..."
Rudy Subrata,5,2023-12-18 05:36:29,"Sejauh ini lancar, mudah dipahami... maju yerus populix"
Rohmatul Muthmainnah,5,2023-12-18 03:50:04,"Aplikasi yang berguna, lumayan ngisi kusioner bisa dapat tambahan uang jajan. Terimakasih populix"
Perdi Anggara,5,2023-12-18 03:35:36,Aplikasi nya keren bisa menghasilkan uang dan juga bisa mendapatkan pengetahuan ✨
Hidayah Noor,5,2023-12-18 00:53:52,"Apk yang bagus, menarik mana di kasih reward lagii, dan no tipu tipu, tinggal apalagi yuks download"
Tahu Bulat,5,2023-12-18 00:16:03,"Aplikasi nya sangat bagus, ada beberapa macam misi, dan cocok untuk waktu luang, tampilan nya oke"
annisa dewi,5,2023-12-17 19:47:32,"Terimakasi populix, berkat survey survey nya saya bisa dpt uang jajan 😁.."
Alifa Rossa,5,2023-12-17 19:24:48,"Aplikasi survey yang bagus, beneran bisa ditukar hadiahnya, semoga kedepannya hadiahnya lebih bervariasi"
Diann` 06,5,2023-12-17 15:50:01,Populix survei yang beneran bikin respondent nyaman!
Dinda Safitriani,5,2023-12-17 12:36:46,Populix aplikasi survey yang bagus pencairan dana nya cepat lumayan untuk mengisi waktu luang buruan cobain juga
